0 Branching ratio for CHO      Total        1 branches
Lambda        Total        H/CO
7161.88      0.00E+00      0.00E+00
7162.88      0.00E+00      0.00E+00
7163.88      0.00E+00      0.00E+00
7164.88      0.00E+00      0.00E+00
7165.88      0.00E+00      0.00E+00
7166.88      0.00E+00      0.00E+00
7167.88      0.00E+00      0.00E+00
7168.88      0.00E+00      0.00E+00
7169.88      0.00E+00      0.00E+00
7170.88      0.00E+00      0.00E+00
7171.88      0.00E+00      0.00E+00
7172.88      0.00E+00      0.00E+00
7173.88      0.00E+00      0.00E+00
7174.88      0.00E+00      0.00E+00
7175.88      0.00E+00      0.00E+00
7176.88      0.00E+00      0.00E+00
7177.88      0.00E+00      0.00E+00
7178.88      0.00E+00      0.00E+00
7179.88      0.00E+00      0.00E+00
7180.88      0.00E+00      0.00E+00
7181.88      0.00E+00      0.00E+00
7182.88      0.00E+00      0.00E+00
7183.88      0.00E+00      0.00E+00
7184.88      0.00E+00      0.00E+00
7185.88      0.00E+00      0.00E+00
7186.88      0.00E+00      0.00E+00
7187.88      0.00E+00      0.00E+00
7188.88      0.00E+00      0.00E+00
7189.88      0.00E+00      0.00E+00
7190.88      0.00E+00      0.00E+00
7191.88      0.00E+00      0.00E+00
7192.88      0.00E+00      0.00E+00
7193.88      0.00E+00      0.00E+00
7194.88      0.00E+00      0.00E+00
7195.88      0.00E+00      0.00E+00
7196.88      0.00E+00      0.00E+00
7197.88      0.00E+00      0.00E+00
7198.88      0.00E+00      0.00E+00
7199.88      0.00E+00      0.00E+00
7200.88      0.00E+00      0.00E+00
7201.88      0.00E+00      0.00E+00
7202.88      0.00E+00      0.00E+00
7203.88      0.00E+00      0.00E+00
7204.88      0.00E+00      0.00E+00
7205.88      0.00E+00      0.00E+00
7206.88      0.00E+00      0.00E+00
7207.88      0.00E+00      0.00E+00
7208.88      0.00E+00      0.00E+00
7209.88      0.00E+00      0.00E+00
7210.88      0.00E+00      0.00E+00
7211.88      0.00E+00      0.00E+00
7212.88      0.00E+00      0.00E+00
7213.88      0.00E+00      0.00E+00
7214.88      0.00E+00      0.00E+00
7215.88      0.00E+00      0.00E+00
7216.88      0.00E+00      0.00E+00
7217.88      0.00E+00      0.00E+00
7218.89      0.00E+00      0.00E+00
7219.89      0.00E+00      0.00E+00
7220.89      0.00E+00      0.00E+00
7221.89      0.00E+00      0.00E+00
7222.89      0.00E+00      0.00E+00
7223.89      0.00E+00      0.00E+00
7224.89      0.00E+00      0.00E+00
7225.89      0.00E+00      0.00E+00
7226.89      0.00E+00      0.00E+00
7227.89      0.00E+00      0.00E+00
7228.89      0.00E+00      0.00E+00
7229.89      0.00E+00      0.00E+00
7230.89      0.00E+00      0.00E+00
7231.89      0.00E+00      0.00E+00
7232.89      0.00E+00      0.00E+00
7233.89      0.00E+00      0.00E+00
7234.89      0.00E+00      0.00E+00
7235.89      0.00E+00      0.00E+00
7236.89      0.00E+00      0.00E+00
7237.89      0.00E+00      0.00E+00
7238.89      0.00E+00      0.00E+00
7239.89      0.00E+00      0.00E+00
7240.89      0.00E+00      0.00E+00
7241.89      0.00E+00      0.00E+00
7242.89      0.00E+00      0.00E+00
7243.89      0.00E+00      0.00E+00
7244.89      0.00E+00      0.00E+00
7245.89      0.00E+00      0.00E+00
7246.89      0.00E+00      0.00E+00
7247.89      0.00E+00      0.00E+00
7248.89      0.00E+00      0.00E+00
7249.89      0.00E+00      0.00E+00
7250.89      0.00E+00      0.00E+00
7251.89      0.00E+00      0.00E+00
7252.89      0.00E+00      0.00E+00
7253.89      0.00E+00      0.00E+00
7254.89      0.00E+00      0.00E+00
7255.89      0.00E+00      0.00E+00
7256.89      0.00E+00      0.00E+00
7257.89      0.00E+00      0.00E+00
7258.89      0.00E+00      0.00E+00
7259.89      0.00E+00      0.00E+00
7260.89      0.00E+00      0.00E+00
7261.89      0.00E+00      0.00E+00
7262.89      0.00E+00      0.00E+00
7263.89      0.00E+00      0.00E+00
7264.89      0.00E+00      0.00E+00
7265.89      0.00E+00      0.00E+00
7266.89      0.00E+00      0.00E+00
7267.89      0.00E+00      0.00E+00
7268.89      0.00E+00      0.00E+00
7269.89      0.00E+00      0.00E+00
7270.89      0.00E+00      0.00E+00
7271.89      0.00E+00      0.00E+00
7272.89      0.00E+00      0.00E+00
7273.89      0.00E+00      0.00E+00
7274.89      0.00E+00      0.00E+00
7275.89      0.00E+00      0.00E+00
7276.89      0.00E+00      0.00E+00
7277.89      0.00E+00      0.00E+00
7278.89      0.00E+00      0.00E+00
7279.89      0.00E+00      0.00E+00
7280.89      0.00E+00      0.00E+00
7281.89      0.00E+00      0.00E+00
7282.89      0.00E+00      0.00E+00
7283.89      0.00E+00      0.00E+00
7284.89      0.00E+00      0.00E+00
7285.89      0.00E+00      0.00E+00
7286.9      0.00E+00      0.00E+00
7287.9      0.00E+00      0.00E+00
7288.9      0.00E+00      0.00E+00
7289.9      0.00E+00      0.00E+00
7290.9      0.00E+00      0.00E+00
7291.9      0.00E+00      0.00E+00
7292.9      0.00E+00      0.00E+00
7293.9      0.00E+00      0.00E+00
7294.9      0.00E+00      0.00E+00
7295.9      0.00E+00      0.00E+00
7296.9      0.00E+00      0.00E+00
7297.9      0.00E+00      0.00E+00
7298.9      0.00E+00      0.00E+00
7299.9      0.00E+00      0.00E+00
7300.9      0.00E+00      0.00E+00
7301.9      0.00E+00      0.00E+00
7302.9      0.00E+00      0.00E+00
7303.9      0.00E+00      0.00E+00
7304.9      0.00E+00      0.00E+00
7305.9      0.00E+00      0.00E+00
7306.9      0.00E+00      0.00E+00
7307.9      0.00E+00      0.00E+00
7308.9      0.00E+00      0.00E+00
7309.9      0.00E+00      0.00E+00
7310.9      0.00E+00      0.00E+00
7311.9      0.00E+00      0.00E+00
7312.9      0.00E+00      0.00E+00
7313.9      0.00E+00      0.00E+00
7314.9      0.00E+00      0.00E+00
7315.9      0.00E+00      0.00E+00
7316.9      0.00E+00      0.00E+00
7317.9      0.00E+00      0.00E+00
7318.9      0.00E+00      0.00E+00
7319.9      0.00E+00      0.00E+00
7320.9      0.00E+00      0.00E+00
7321.9      0.00E+00      0.00E+00
7322.9      0.00E+00      0.00E+00
7323.9      0.00E+00      0.00E+00
7324.9      0.00E+00      0.00E+00
7325.9      0.00E+00      0.00E+00
7326.9      0.00E+00      0.00E+00
7327.9      0.00E+00      0.00E+00
7328.9      0.00E+00      0.00E+00
7329.9      0.00E+00      0.00E+00
7330.9      0.00E+00      0.00E+00
7331.9      0.00E+00      0.00E+00
7332.9      0.00E+00      0.00E+00
7333.9      0.00E+00      0.00E+00
7334.9      0.00E+00      0.00E+00
7335.9      0.00E+00      0.00E+00
7336.9      0.00E+00      0.00E+00
7337.9      0.00E+00      0.00E+00
7338.9      0.00E+00      0.00E+00
7339.9      0.00E+00      0.00E+00
7340.9      0.00E+00      0.00E+00
7341.9      0.00E+00      0.00E+00
7342.9      0.00E+00      0.00E+00
7343.9      0.00E+00      0.00E+00
7344.9      0.00E+00      0.00E+00
7345.9      0.00E+00      0.00E+00
7346.9      0.00E+00      0.00E+00
7347.9      0.00E+00      0.00E+00
7348.9      0.00E+00      0.00E+00
7349.9      0.00E+00      0.00E+00
7350.9      0.00E+00      0.00E+00
7351.9      0.00E+00      0.00E+00
7352.9      0.00E+00      0.00E+00
7353.9      0.00E+00      0.00E+00
7354.91      0.00E+00      0.00E+00
7355.91      0.00E+00      0.00E+00
7356.91      0.00E+00      0.00E+00
7357.91      0.00E+00      0.00E+00
7358.91      0.00E+00      0.00E+00
7359.91      0.00E+00      0.00E+00
7360.91      0.00E+00      0.00E+00
7361.91      0.00E+00      0.00E+00
7362.91      0.00E+00      0.00E+00
7363.91      0.00E+00      0.00E+00
7364.91      0.00E+00      0.00E+00
7365.91      0.00E+00      0.00E+00
7366.91      0.00E+00      0.00E+00
7367.91      0.00E+00      0.00E+00
7368.91      0.00E+00      0.00E+00
7369.91      0.00E+00      0.00E+00
7370.91      0.00E+00      0.00E+00
7371.91      0.00E+00      0.00E+00
7372.91      0.00E+00      0.00E+00
7373.91      0.00E+00      0.00E+00
7374.91      0.00E+00      0.00E+00
7375.91      0.00E+00      0.00E+00
7376.91      0.00E+00      0.00E+00
7377.91      0.00E+00      0.00E+00
7378.91      0.00E+00      0.00E+00
7379.91      0.00E+00      0.00E+00
7380.91      0.00E+00      0.00E+00
7381.91      0.00E+00      0.00E+00
7382.91      0.00E+00      0.00E+00
7383.91      0.00E+00      0.00E+00
7384.91      0.00E+00      0.00E+00
7385.91      0.00E+00      0.00E+00
7386.91      0.00E+00      0.00E+00
7387.91      0.00E+00      0.00E+00
7388.91      0.00E+00      0.00E+00
7389.91      0.00E+00      0.00E+00
7390.91      0.00E+00      0.00E+00
7391.91      0.00E+00      0.00E+00
7392.91      0.00E+00      0.00E+00
7393.91      0.00E+00      0.00E+00
7394.91      0.00E+00      0.00E+00
7395.91      0.00E+00      0.00E+00
7396.91      0.00E+00      0.00E+00
7397.91      0.00E+00      0.00E+00
7398.91      0.00E+00      0.00E+00
7399.91      0.00E+00      0.00E+00
7400.91      0.00E+00      0.00E+00
7401.91      0.00E+00      0.00E+00
7402.91      0.00E+00      0.00E+00
7403.91      0.00E+00      0.00E+00
7404.91      0.00E+00      0.00E+00
7405.91      0.00E+00      0.00E+00
7406.91      0.00E+00      0.00E+00
7407.91      0.00E+00      0.00E+00
7408.91      0.00E+00      0.00E+00
7409.91      0.00E+00      0.00E+00
7410.91      0.00E+00      0.00E+00
7411.91      0.00E+00      0.00E+00
7412.91      0.00E+00      0.00E+00
7413.91      0.00E+00      0.00E+00
7414.91      0.00E+00      0.00E+00
7415.91      0.00E+00      0.00E+00
7416.91      0.00E+00      0.00E+00
7417.91      0.00E+00      0.00E+00
7418.91      0.00E+00      0.00E+00
7419.91      0.00E+00      0.00E+00
7420.91      0.00E+00      0.00E+00
7421.91      0.00E+00      0.00E+00
7422.92      0.00E+00      0.00E+00
7423.92      0.00E+00      0.00E+00
7424.92      0.00E+00      0.00E+00
7425.92      0.00E+00      0.00E+00
7426.92      0.00E+00      0.00E+00
7427.92      0.00E+00      0.00E+00
7428.92      0.00E+00      0.00E+00
7429.92      0.00E+00      0.00E+00
7430.92      0.00E+00      0.00E+00
7431.92      0.00E+00      0.00E+00
7432.92      0.00E+00      0.00E+00
7433.92      0.00E+00      0.00E+00
7434.92      0.00E+00      0.00E+00
7435.92      0.00E+00      0.00E+00
7436.92      0.00E+00      0.00E+00
7437.92      0.00E+00      0.00E+00
7438.92      0.00E+00      0.00E+00
7439.92      0.00E+00      0.00E+00
7440.92      0.00E+00      0.00E+00
7441.92      0.00E+00      0.00E+00
7442.92      0.00E+00      0.00E+00
7443.92      0.00E+00      0.00E+00
7444.92      0.00E+00      0.00E+00
7445.92      0.00E+00      0.00E+00
7446.92      0.00E+00      0.00E+00
7447.92      0.00E+00      0.00E+00
7448.92      0.00E+00      0.00E+00
7449.92      0.00E+00      0.00E+00
7450.92      0.00E+00      0.00E+00
7451.92      0.00E+00      0.00E+00
7452.92      0.00E+00      0.00E+00
7453.92      0.00E+00      0.00E+00
7454.92      0.00E+00      0.00E+00
7455.92      0.00E+00      0.00E+00
7456.92      0.00E+00      0.00E+00
7457.92      0.00E+00      0.00E+00
7458.92      0.00E+00      0.00E+00
7459.92      0.00E+00      0.00E+00
7460.92      0.00E+00      0.00E+00
7461.92      0.00E+00      0.00E+00
7462.92      0.00E+00      0.00E+00
7463.92      0.00E+00      0.00E+00
7464.92      0.00E+00      0.00E+00
7465.92      0.00E+00      0.00E+00
7466.92      0.00E+00      0.00E+00
7467.92      0.00E+00      0.00E+00
7468.92      0.00E+00      0.00E+00
7469.92      0.00E+00      0.00E+00
7470.92      0.00E+00      0.00E+00
7471.92      0.00E+00      0.00E+00
7472.92      0.00E+00      0.00E+00
7473.92      0.00E+00      0.00E+00
7474.92      0.00E+00      0.00E+00
7475.92      0.00E+00      0.00E+00
7476.92      0.00E+00      0.00E+00
7477.92      0.00E+00      0.00E+00
7478.92      0.00E+00      0.00E+00
7479.92      0.00E+00      0.00E+00
7480.92      0.00E+00      0.00E+00
7481.92      0.00E+00      0.00E+00
7482.92      0.00E+00      0.00E+00
7483.92      0.00E+00      0.00E+00
7484.92      0.00E+00      0.00E+00
7485.92      0.00E+00      0.00E+00
7486.92      0.00E+00      0.00E+00
7487.92      0.00E+00      0.00E+00
7488.92      0.00E+00      0.00E+00
7489.92      0.00E+00      0.00E+00
7490.93      0.00E+00      0.00E+00
7491.93      0.00E+00      0.00E+00
7492.93      0.00E+00      0.00E+00
7493.93      0.00E+00      0.00E+00
7494.93      0.00E+00      0.00E+00
7495.93      0.00E+00      0.00E+00
7496.93      0.00E+00      0.00E+00
7497.93      0.00E+00      0.00E+00
7498.93      0.00E+00      0.00E+00
7499.93      0.00E+00      0.00E+00
7500.93      0.00E+00      0.00E+00
7501.93      0.00E+00      0.00E+00
7502.93      0.00E+00      0.00E+00
7503.93      0.00E+00      0.00E+00
7504.93      0.00E+00      0.00E+00
7505.93      0.00E+00      0.00E+00
7506.93      0.00E+00      0.00E+00
7507.93      0.00E+00      0.00E+00
7508.93      0.00E+00      0.00E+00
7509.93      0.00E+00      0.00E+00
7510.93      0.00E+00      0.00E+00
7511.93      0.00E+00      0.00E+00
7512.93      0.00E+00      0.00E+00
7513.93      0.00E+00      0.00E+00
7514.93      0.00E+00      0.00E+00
7515.93      0.00E+00      0.00E+00
7516.93      0.00E+00      0.00E+00
7517.93      0.00E+00      0.00E+00
7518.93      0.00E+00      0.00E+00
7519.93      0.00E+00      0.00E+00
7520.93      0.00E+00      0.00E+00
7521.93      0.00E+00      0.00E+00
7522.93      0.00E+00      0.00E+00
7523.93      0.00E+00      0.00E+00
7524.93      0.00E+00      0.00E+00
7525.93      0.00E+00      0.00E+00
7526.93      0.00E+00      0.00E+00
7527.93      0.00E+00      0.00E+00
7528.93      0.00E+00      0.00E+00
7529.93      0.00E+00      0.00E+00
7530.93      0.00E+00      0.00E+00
7531.93      0.00E+00      0.00E+00
7532.93      0.00E+00      0.00E+00
7533.93      0.00E+00      0.00E+00
7534.93      0.00E+00      0.00E+00
7535.93      0.00E+00      0.00E+00
7536.93      0.00E+00      0.00E+00
7537.93      0.00E+00      0.00E+00
7538.93      0.00E+00      0.00E+00
7539.93      0.00E+00      0.00E+00
7540.93      0.00E+00      0.00E+00
7541.93      0.00E+00      0.00E+00
7542.93      0.00E+00      0.00E+00
7543.93      0.00E+00      0.00E+00
7544.93      0.00E+00      0.00E+00
7545.93      0.00E+00      0.00E+00
7546.93      0.00E+00      0.00E+00
7547.93      0.00E+00      0.00E+00
7548.93      0.00E+00      0.00E+00
7549.93      0.00E+00      0.00E+00
7550.93      0.00E+00      0.00E+00
7551.93      0.00E+00      0.00E+00
7552.93      0.00E+00      0.00E+00
7553.93      0.00E+00      0.00E+00
7554.93      0.00E+00      0.00E+00
7555.93      0.00E+00      0.00E+00
7556.93      0.00E+00      0.00E+00
7557.93      0.00E+00      0.00E+00
7558.94      0.00E+00      0.00E+00
7559.94      0.00E+00      0.00E+00
7560.94      0.00E+00      0.00E+00
7561.94      0.00E+00      0.00E+00
7562.94      0.00E+00      0.00E+00
7563.94      0.00E+00      0.00E+00
7564.94      0.00E+00      0.00E+00
7565.94      0.00E+00      0.00E+00
7566.94      0.00E+00      0.00E+00
7567.94      0.00E+00      0.00E+00
7568.94      0.00E+00      0.00E+00
7569.94      0.00E+00      0.00E+00
7570.94      0.00E+00      0.00E+00
7571.94      0.00E+00      0.00E+00
7572.94      0.00E+00      0.00E+00
7573.94      0.00E+00      0.00E+00
7574.94      0.00E+00      0.00E+00
7575.94      0.00E+00      0.00E+00
7576.94      0.00E+00      0.00E+00
7577.94      0.00E+00      0.00E+00
7578.94      0.00E+00      0.00E+00
7579.94      0.00E+00      0.00E+00
7580.94      0.00E+00      0.00E+00
7581.94      0.00E+00      0.00E+00
7582.94      0.00E+00      0.00E+00
7583.94      0.00E+00      0.00E+00
7584.94      0.00E+00      0.00E+00
7585.94      0.00E+00      0.00E+00
7586.94      0.00E+00      0.00E+00
7587.94      0.00E+00      0.00E+00
7588.94      0.00E+00      0.00E+00
7589.94      0.00E+00      0.00E+00
7590.94      0.00E+00      0.00E+00
7591.94      0.00E+00      0.00E+00
7592.94      0.00E+00      0.00E+00
7593.94      0.00E+00      0.00E+00
7594.94      0.00E+00      0.00E+00
7595.94      0.00E+00      0.00E+00
7596.94      0.00E+00      0.00E+00
7597.94      0.00E+00      0.00E+00
7598.94      0.00E+00      0.00E+00
7599.94      0.00E+00      0.00E+00
7600.94      0.00E+00      0.00E+00
7601.94      0.00E+00      0.00E+00
7602.94      0.00E+00      0.00E+00
7603.94      0.00E+00      0.00E+00
7604.94      0.00E+00      0.00E+00
7605.94      0.00E+00      0.00E+00
7606.94      0.00E+00      0.00E+00
7607.94      0.00E+00      0.00E+00
7608.94      0.00E+00      0.00E+00
7609.94      0.00E+00      0.00E+00
7610.94      0.00E+00      0.00E+00
7611.94      0.00E+00      0.00E+00
7612.94      0.00E+00      0.00E+00
7613.94      0.00E+00      0.00E+00
7614.94      0.00E+00      0.00E+00
7615.94      0.00E+00      0.00E+00
7616.94      0.00E+00      0.00E+00
7617.94      0.00E+00      0.00E+00
7618.94      0.00E+00      0.00E+00
7619.94      0.00E+00      0.00E+00
7620.94      0.00E+00      0.00E+00
7621.94      0.00E+00      0.00E+00
7622.94      0.00E+00      0.00E+00
7623.94      0.00E+00      0.00E+00
7624.94      0.00E+00      0.00E+00
7625.94      0.00E+00      0.00E+00
7626.95      0.00E+00      0.00E+00
7627.95      0.00E+00      0.00E+00
7628.95      0.00E+00      0.00E+00
7629.95      0.00E+00      0.00E+00
7630.95      0.00E+00      0.00E+00
7631.95      0.00E+00      0.00E+00
7632.95      0.00E+00      0.00E+00
7633.95      0.00E+00      0.00E+00
7634.95      0.00E+00      0.00E+00
7635.95      0.00E+00      0.00E+00
7636.95      0.00E+00      0.00E+00
7637.95      0.00E+00      0.00E+00
7638.95      0.00E+00      0.00E+00
7639.95      0.00E+00      0.00E+00
7640.95      0.00E+00      0.00E+00
7641.95      0.00E+00      0.00E+00
7642.95      0.00E+00      0.00E+00
7643.95      0.00E+00      0.00E+00
7644.95      0.00E+00      0.00E+00
7645.95      0.00E+00      0.00E+00
